,all_hits,description,hit_num,name,species
230,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_MASS01000135.1 Desulfosporosinus sp. BG contig00153, whole genome shotgun sequence",3.0,NZ_MASS01000135.1,Desulfosporosinus sp.
231,A2_expanded TcB_expanded TcdA1_expanded,"NC_020453.1 Bradyrhizobium oligotrophicum S58, complete sequence",3.0,NC_020453.1,Bradyrhizobium oligotrophicum
232,A2_expanded TcB_expanded TcC_expanded,"NC_021084.1 Wolbachia endosymbiont of Drosophila simulans wNo, complete genome",3.0,NC_021084.1,Wolbachia endosymbiont
233,A1_expanded A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded,"NC_020418.1 Morganella morganii subsp. morganii KT, complete genome",7.0,NC_020418.1,Morganella morganii
234,A2_expanded TcB_expanded TcC_expanded,"NZ_WTCR01000039.1 Labilibaculum sp. A4 NODE_65_length_315_cov_184.814, whole genome shotgun sequence",3.0,NZ_WTCR01000039.1,Labilibaculum sp.
235,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP029710.1 Nocardia sp. CS682 chromosome, complete genome",3.0,NZ_CP029710.1,Nocardia sp.
236,A1_expanded A2_expanded TcB_expanded TcB_expanded Chitinase_expanded TcC_expanded,"NZ_CP011521.2 Pandoraea oxalativorans strain DSM 23570 plasmid pPO70-4, complete sequence",6.0,NZ_CP011521.2,Pandoraea oxalativorans
237,A2_expanded TcB_expanded TcC_expanded,"NZ_KI519434.1 Runella limosa DSM 17973 K339DRAFT_scaffold00025.25, whole genome shotgun sequence",3.0,NZ_KI519434.1,Runella limosa
238,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_VHKL01000033.1 Rhodoligotrophos appendicifer strain 120-1 scaffold33.1-size533, whole genome shotgun sequence",3.0,NZ_VHKL01000033.1,Rhodoligotrophos appendicifer
239,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_AALD02000179.1 Yersinia mollaretii ATCC 43969 contig01326, whole genome shotgun sequence",3.0,NZ_AALD02000179.1,Yersinia mollaretii
240,A2_expanded TcB_expanded TcC_expanded,"NZ_KB903530.1 Flexithrix dorotheae DSM 6795 A3EMDRAFT_scaffold_99.100, whole genome shotgun sequence",3.0,NZ_KB903530.1,Flexithrix dorotheae
241,A2_expanded TcB_expanded TcC_expanded,"NZ_FNNQ01000042.1 Marininema mesophilum strain DSM 45610, whole genome shotgun sequence",3.0,NZ_FNNQ01000042.1,Marininema mesophilum
242,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_CQAZ01000234.1 Yersinia pekkanenii strain A125KOH2, whole genome shotgun sequence",6.0,NZ_CQAZ01000234.1,Yersinia pekkanenii
243,A2_expanded TcB_expanded TcC_expanded,"NZ_KE386823.1 Hamadaea tsunoensis DSM 44101 G401DRAFT_scaffold00029.29, whole genome shotgun sequence",3.0,NZ_KE386823.1,Hamadaea tsunoensis
244,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CAEB01000078.1 Endosymbiont of Bathymodiolus sp., whole genome shotgun sequence",8.0,NZ_CAEB01000078.1,endosymbiont of
245,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded,"NZ_BAXG01000116.1 Photobacterium sp. JCM 19050, whole genome shotgun sequence",4.0,NZ_BAXG01000116.1,Photobacterium sp.
246,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_RXLQ01000081.1 Massilia sp. SOD Scaffold86, whole genome shotgun sequence",4.0,NZ_RXLQ01000081.1,Massilia sp.
247,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_QFXK01000092.1 Kribbella sp. NEAU-SW521 C1814, whole genome shotgun sequence",4.0,NZ_QFXK01000092.1,Kribbella sp.
248,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LECZ01000027.1 Enterobacter genomosp. O strain GN03164 contig27, whole genome shotgun sequence",13.0,NZ_LECZ01000027.1,Enterobacter genomosp.
249,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_FNBR01000014.1 Dyella sp. 333MFSha, whole genome shotgun sequence",7.0,NZ_FNBR01000014.1,Dyella sp.
250,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded,"DLUT01000591.1 TPA_asm: Cytophagales bacterium isolate UBA9868 contig_6023, whole genome shotgun sequence",4.0,DLUT01000591.1,Cytophagales bacterium
251,TcB_expanded TcdA1_expanded TcC_expanded,"LADO01000066.1 Peptococcaceae bacterium BRH_c4b BRHa_1001296, whole genome shotgun sequence",3.0,LADO01000066.1,Peptococcaceae bacterium
252,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_RHHV01000044.1 Brevibacillus parabrevis strain NRRL NRS 605 contig_44, whole genome shotgun sequence",3.0,NZ_RHHV01000044.1,Brevibacillus parabrevis
253,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_CP017600.1 Moorea producens PAL-8-15-08-1 strain PAL 15AUG08-1 plasmid unnamed, complete sequence",8.0,NZ_CP017600.1,Moorea producens
254,A1_expanded A2_expanded A2_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded,"NZ_NJAJ01000180.1 Xenorhabdus stockiae strain DSM 17904 Xsto_180, whole genome shotgun sequence",8.0,NZ_NJAJ01000180.1,Xenorhabdus stockiae
255,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FZPH01000044.1 Asanoa hainanensis strain CGMCC 4.5593, whole genome shotgun sequence",3.0,NZ_FZPH01000044.1,Asanoa hainanensis
256,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_AMZY02000039.1 Mariniradius saccharolyticus AK6 contig39, whole genome shotgun sequence",4.0,NZ_AMZY02000039.1,Mariniradius saccharolyticus
257,A1_expanded A2_expanded TcB_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_KK211074.1 Microvirgula aerodenitrificans DSM 15089 Q352DRAFT_scaffold00029.29, whole genome shotgun sequence",7.0,NZ_KK211074.1,Microvirgula aerodenitrificans
258,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_VEJO01000043.1 Enterobacter sp. DE0047 NODE_43_length_209_cov_28.765152, whole genome shotgun sequence",5.0,NZ_VEJO01000043.1,Enterobacter sp.
259,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP018049.1 Pseudomonas orientalis strain F9 chromosome, complete genome",6.0,NZ_CP018049.1,Pseudomonas orientalis
260,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_LGRC01000069.1 Caballeronia cordobensis strain LMG 27620 scaffold69.1, whole genome shotgun sequence",4.0,NZ_LGRC01000069.1,Caballeronia cordobensis
261,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FMCR01000011.1 Micromonospora saelicesensis strain DSM 44871, whole genome shotgun sequence",3.0,NZ_FMCR01000011.1,Micromonospora saelicesensis
262,A2_expanded TcB_expanded TcC_expanded,"DPJM01000861.1 TPA_asm: Micromonosporaceae bacterium isolate UBA11054 contig_2716, whole genome shotgun sequence",3.0,DPJM01000861.1,Micromonosporaceae bacterium
263,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NC_008027.1 Pseudomonas entomophila L48, complete sequence",7.0,NC_008027.1,Pseudomonas entomophila
264,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NC_017448.1 Fibrobacter succinogenes subsp. succinogenes S85, complete genome",5.0,NC_017448.1,Fibrobacter succinogenes
265,A2_expanded TcB_expanded TcC_expanded,"NZ_AZNV01000101.1 Rhizobium sp. IBUN RhIBUNDRAFT_scaffold_100.101_C, whole genome shotgun sequence",3.0,NZ_AZNV01000101.1,Rhizobium sp.
266,A1_expanded A2_expanded TcB_expanded Chitinase_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,NZ_CP028042.1 Nissabacter sp. SGAir0207 plasmid unnamed_7,8.0,NZ_CP028042.1,Nissabacter sp.
267,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_AP017313.1 Mucilaginibacter gotjawali DNA, complete genome",3.0,NZ_AP017313.1,Mucilaginibacter gotjawali
268,TcB_expanded TcdA1_expanded TcC_expanded,"QJPH01000597.1 Candidatus Methyloumidiphilus alinensis isolate AMbin10 contig05747, whole genome shotgun sequence",3.0,QJPH01000597.1,Candidatus Methyloumidiphilus
269,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_FORG01000094.1 Xenorhabdus mauleonii strain DSM 17908, whole genome shotgun sequence",4.0,NZ_FORG01000094.1,Xenorhabdus mauleonii
270,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_CP007231.1 Yersinia similis strain Y_sim_228 plasmid unnamed, complete sequence",4.0,NZ_CP007231.1,Yersinia similis
271,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_NEVM01000005.1 Bordetella genomosp. 10 strain AU16122 NODE_5_length_715144_cov_16.8168_ID_9, whole genome shotgun sequence",7.0,NZ_NEVM01000005.1,Bordetella genomosp.
272,TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_KB235915.1 Pseudanabaena sp. PCC 6802 Pse6802_scaffold_6, whole genome shotgun sequence",10.0,NZ_KB235915.1,Pseudanabaena sp.
273,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP009289.1 Paenibacillus durus strain DSM 1735 plasmid, complete sequence",3.0,NZ_CP009289.1,Paenibacillus durus
274,TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_VDFY01000321.1 Micromonospora orduensis strain S2509 NODE_223_length_6747_cov_8.73263_ID_445, whole genome shotgun sequence",5.0,NZ_VDFY01000321.1,Micromonospora orduensis
275,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_BJMN01000147.1 Streptomyces gardneri strain NBRC 12865 sequence147, whole genome shotgun sequence",3.0,NZ_BJMN01000147.1,Streptomyces gardneri
276,A1_expanded A1_expanded A1_expanded A1_expanded A1_expanded A2_expanded A2_expanded A2_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LOIC01000105.1 Photorhabdus namnaonensis strain PB45.5 Phpb_contig000106, whole genome shotgun sequence",36.0,NZ_LOIC01000105.1,Photorhabdus namnaonensis
277,A1_expanded A2_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_NIBS01000173.1 Xenorhabdus budapestensis strain DSM 16342 Xbud_173, whole genome shotgun sequence",7.0,NZ_NIBS01000173.1,Xenorhabdus budapestensis
278,A1_expanded A1_expanded A2_expanded A2_expanded TcdA1_expanded TcdA1_expanded TcC_expanded,"NZ_MDEN01000071.1 Pseudomonas graminis strain UASWS1507, whole genome shotgun sequence",7.0,NZ_MDEN01000071.1,Pseudomonas graminis
279,TcB_expanded TcdA1_expanded TcC_expanded,"JMHR01000441.1 Mycobacterium sp. SWH-M3 SWH-M3(paired)_contig_441, whole genome shotgun sequence",3.0,JMHR01000441.1,Mycobacterium sp.
280,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"MSXM01000117.1 Nitrospira sp. ST-bin4 12824, whole genome shotgun sequence",6.0,MSXM01000117.1,Nitrospira sp.
281,A2_expanded TcB_expanded Chitinase_expanded TcC_expanded,"NZ_PVZG01000092.1 Pseudosporangium ferrugineum strain DSM 45348 Ga0181035_192, whole genome shotgun sequence",4.0,NZ_PVZG01000092.1,Pseudosporangium ferrugineum
282,TcB_expanded TcdA1_expanded TcC_expanded,"JEMY01000085.1 Candidatus Accumulibacter sp. BA-93 contig000085, whole genome shotgun sequence",3.0,JEMY01000085.1,Candidatus Accumulibacter
283,A1_expanded A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP011104.1 Photorhabdus thracensis strain DSM 15199 chromosome, complete genome",13.0,NZ_CP011104.1,Photorhabdus thracensis
284,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KI421497.1 Azorhizobium doebereinerae UFLA1-100 YU1DRAFT_scaffold_6.7, whole genome shotgun sequence",3.0,NZ_KI421497.1,Azorhizobium doebereinerae
285,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP045011.1 Proteus cibarius strain ZF2 plasmid pZF2-qnrD, complete sequence",5.0,NZ_CP045011.1,Proteus cibarius
286,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SSNI01000125.1 Pontibacter sp. TRT317 Scaffold123_1, whole genome shotgun sequence",3.0,NZ_SSNI01000125.1,Pontibacter sp.
287,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SZWE01000003.1 Roseovarius sp. A21 scaffold3, whole genome shotgun sequence",3.0,NZ_SZWE01000003.1,Roseovarius sp.
288,A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CDSC02000515.1 Bathymodiolus azoricus thioautotrophic gill symbiont strain BazSymA, whole genome shotgun sequence",15.0,NZ_CDSC02000515.1,Bathymodiolus azoricus
289,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FMYF01000036.1 Raineyella antarctica strain LZ-22, whole genome shotgun sequence",3.0,NZ_FMYF01000036.1,Raineyella antarctica
290,A2_expanded TcB_expanded TcC_expanded,"NZ_RCWL01000032.1 Gynurincola endophyticus strain HBUM179779 Scaffold32, whole genome shotgun sequence",3.0,NZ_RCWL01000032.1,Gynurincola endophyticus
291,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_PHHE01000001.1 Pseudomonas baetica strain LMG 25716 Ga0070643_11, whole genome shotgun sequence",4.0,NZ_PHHE01000001.1,Pseudomonas baetica
292,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_AP018150.1 Mycoavidus cysteinexigens strain B1EB chromosome, complete genome",6.0,NZ_AP018150.1,Mycoavidus cysteinexigens
293,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_NIRH01000051.1 Pantoea sp. AMG 501 scaffold51.1, whole genome shotgun sequence",3.0,NZ_NIRH01000051.1,Pantoea sp.
294,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP047651.1 Xylophilus sp. KACC 21265 plasmid unnamed1, complete sequence",5.0,NZ_CP047651.1,Xylophilus sp.
295,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_SNXZ01000022.1 Labedaea rhizosphaerae strain DSM 45361 Ga0310470_122, whole genome shotgun sequence",3.0,NZ_SNXZ01000022.1,Labedaea rhizosphaerae
296,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NC_017565.1 Yersinia enterocolitica subsp. palearctica Y11 plasmid pYV03, complete sequence",4.0,NC_017565.1,Yersinia enterocolitica
297,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_SOBU01000009.1 Photorhabdus temperata strain DSM 22387 Ga0197598_19, whole genome shotgun sequence",13.0,NZ_SOBU01000009.1,Photorhabdus temperata
298,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_FPIZ01000088.1 Chitinophaga sancti strain DSM 784, whole genome shotgun sequence",6.0,NZ_FPIZ01000088.1,Chitinophaga sancti
299,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_AP018449.1 Methylomusa anaerophila strain MMFC1 chromosome, complete genome",3.0,NZ_AP018449.1,Methylomusa anaerophila
300,A2_expanded TcB_expanded TcC_expanded,"NZ_MSSW01000136.1 Algoriphagus antarcticus strain DSM 15986 contig136, whole genome shotgun sequence",3.0,NZ_MSSW01000136.1,Algoriphagus antarcticus
301,A1_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,NZ_LR134373.1 Yersinia pseudotuberculosis strain NCTC10275 chromosome 1,8.0,NZ_LR134373.1,Yersinia pseudotuberculosis
302,A2_expanded TcB_expanded TcC_expanded,"NZ_CP038274.1 Legionella israelensis strain Bercovier 4 plasmid unnamed1, complete sequence",3.0,NZ_CP038274.1,Legionella israelensis
303,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_ASSC01000896.1 Paenibacillus forsythiae T98 S9_contig00682, whole genome shotgun sequence",5.0,NZ_ASSC01000896.1,Paenibacillus forsythiae
304,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_LAIJ01000019.1 Terracidiphilus gabretensis strain S55 contig_30, whole genome shotgun sequence",4.0,NZ_LAIJ01000019.1,Terracidiphilus gabretensis
305,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_MBLO01000280.1 Frankia sp. BMG5.36 contig_99, whole genome shotgun sequence",3.0,NZ_MBLO01000280.1,Frankia sp.
306,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KE384514.1 Bradyrhizobium sp. Ai1a-2 K288DRAFT_scaffold00169.169, whole genome shotgun sequence",3.0,NZ_KE384514.1,Bradyrhizobium sp.
307,A1_expanded A1_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_BBIR01000162.1 Pseudomonas japonica NBRC 103040 = DSM 22348 strain NBRC 103040, whole genome shotgun sequence",12.0,NZ_BBIR01000162.1,Pseudomonas japonica
308,A1_expanded A2_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP009747.1 Pseudomonas parafulva strain CRS01-1, complete genome",7.0,NZ_CP009747.1,Pseudomonas parafulva
309,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_QGSY01000345.1 Micromonospora arida strain LB32 NODE_224_length_8712_cov_8.80815_ID_447, whole genome shotgun sequence",4.0,NZ_QGSY01000345.1,Micromonospora arida
310,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_QGSZ01000408.1 Micromonospora inaquosa strain LB39 NODE_226_length_10329_cov_10.6615_ID_451, whole genome shotgun sequence",4.0,NZ_QGSZ01000408.1,Micromonospora inaquosa
311,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_JH725405.1 Streptomyces auratus AGR0001 Scaffold19, whole genome shotgun sequence",3.0,NZ_JH725405.1,Streptomyces auratus
312,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_OUNR01000022.1 Nitrospira lenta isolate N. lenta BS10, whole genome shotgun sequence",3.0,NZ_OUNR01000022.1,Nitrospira lenta
313,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP005927.1 Serratia entomophila, plasmid
",9.0,NZ_CP005927.1,Serratia entomophila
314,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP043925.1 Proteus columbae strain T60 chromosome, complete genome",3.0,NZ_CP043925.1,Proteus columbae
315,TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_ASRX01000182.1 Chondromyces apiculatus DSM 436 contig182, whole genome shotgun sequence",12.0,NZ_ASRX01000182.1,Chondromyces apiculatus
316,A2_expanded TcB_expanded TcC_expanded,"NZ_BAHC01000261.1 Gordonia rhizosphera NBRC 16068, whole genome shotgun sequence",3.0,NZ_BAHC01000261.1,Gordonia rhizosphera
317,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PVTJ01000022.1 Glycomyces artemisiae strain CGMCC 4.7067 Ga0171607_122, whole genome shotgun sequence",3.0,NZ_PVTJ01000022.1,Glycomyces artemisiae
318,A2_expanded TcB_expanded TcC_expanded,"NZ_LR590468.1 Proteus vulgaris strain NCTC13145 genome assembly, chromosome: 1",3.0,NZ_LR590468.1,Proteus vulgaris
319,A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CABIVL010000085.1 Pseudomonas carnis strain Pseudomonas carnis, whole genome shotgun sequence",11.0,NZ_CABIVL010000085.1,Pseudomonas carnis
320,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LLWH01000241.1 Pseudomonas endophytica strain BSTT44 contig_99, whole genome shotgun sequence",7.0,NZ_LLWH01000241.1,Pseudomonas endophytica
321,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4, complete genome",9.0,NZ_CP014262.1,Pseudomonas corrugata
322,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_MWPQ01000095.1 Nitrobacter vulgaris strain Ab1 NvAb1_97, whole genome shotgun sequence",3.0,NZ_MWPQ01000095.1,Nitrobacter vulgaris
323,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP009533.1 Pseudomonas rhizosphaerae strain DSM 16299 chromosome, complete genome",9.0,NZ_CP009533.1,Pseudomonas rhizosphaerae
324,TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_VRLV01000055.1 Nonomuraea sp. p1410 Scaffold55, whole genome shotgun sequence",5.0,NZ_VRLV01000055.1,Nonomuraea sp.
325,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QAOQ01000022.1 Mucilaginibacter yixingensis strain DSM 26809 Ga0183467_122, whole genome shotgun sequence",3.0,NZ_QAOQ01000022.1,Mucilaginibacter yixingensis
326,A2_expanded TcB_expanded TcC_expanded,"NZ_CP033931.1 Chryseobacterium bernardetii strain H4638 chromosome, complete genome",3.0,NZ_CP033931.1,Chryseobacterium bernardetii
327,A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP014947.1 Pseudomonas koreensis strain D26, complete genome",11.0,NZ_CP014947.1,Pseudomonas koreensis
328,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KI421431.1 Paraburkholderia dilworthii strain WSM3556 BurW3556DRAFT_scaffold_3.4, whole genome shotgun sequence",3.0,NZ_KI421431.1,Paraburkholderia dilworthii
329,TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP017141.1 Pedobacter steynii strain DX4, complete genome",9.0,NZ_CP017141.1,Pedobacter steynii
330,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_PYGD01000024.1 Taibaiella chishuiensis strain CGMCC 1.12700 Ga0171613_124, whole genome shotgun sequence",6.0,NZ_PYGD01000024.1,Taibaiella chishuiensis
331,TcB_expanded TcdA1_expanded TcC_expanded,"NC_015559.1 Marinomonas posidonica IVIA-Po-181, complete sequence",3.0,NC_015559.1,Marinomonas posidonica
332,A2_expanded TcB_expanded Chitinase_expanded TcdA1_expanded,"NZ_PDUD01000143.1 Lewinella nigricans DSM 23189 = NBRC 102662 contig143, whole genome shotgun sequence",4.0,NZ_PDUD01000143.1,Lewinella nigricans
333,TcB_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_AMBZ01000025.1 Paenibacillus alvei DSM 29 plasmid pPAV14, whole genome shotgun sequence",8.0,NZ_AMBZ01000025.1,Paenibacillus alvei
334,A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_CP012540.1 Psychrobacter sp. P11G5 plasmid pPspP11G5g, complete sequence",5.0,NZ_CP012540.1,Psychrobacter sp.
335,A1_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LT629778.1 Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",9.0,NZ_LT629778.1,Pseudomonas granadensis
336,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PJBP01000186.1 Psychromonas sp. MB-3u-54 contig19, whole genome shotgun sequence",3.0,NZ_PJBP01000186.1,Psychromonas sp.
337,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QFRW01000331.1 Glycomyces dulcitolivorans strain SJ-25 C1721, whole genome shotgun sequence",4.0,NZ_QFRW01000331.1,Glycomyces dulcitolivorans
338,TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_KV791721.1 Morganella sp. HMSC11D09 Scaffold99, whole genome shotgun sequence",8.0,NZ_KV791721.1,Morganella sp.
339,A2_expanded TcB_expanded TcC_expanded,"NZ_MKQR01000032.1 Actinokineospora bangkokensis strain 44EHW Scaffold9, whole genome shotgun sequence",3.0,NZ_MKQR01000032.1,Actinokineospora bangkokensis
340,A2_expanded TcB_expanded TcC_expanded,"NZ_CP046054.1 Methylocystis heyeri strain H2 plasmid unnamed2, complete sequence",3.0,NZ_CP046054.1,Methylocystis heyeri
341,A1_expanded A2_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_KL543992.1 Photorhabdus australis DSM 17609 BO26DRAFT_scaffold00091.91, whole genome shotgun sequence",19.0,NZ_KL543992.1,Photorhabdus australis
342,A1_expanded A1_expanded A1_expanded A2_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_JXSK01000016.1 Photorhabdus luminescens subsp. luminescens strain DSM 3368 Contig015, whole genome shotgun sequence",23.0,NZ_JXSK01000016.1,Photorhabdus luminescens
343,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_UPHT01000230.1 Mycobacterium attenuatum strain MK41 isolate MK41, whole genome shotgun sequence",3.0,NZ_UPHT01000230.1,Mycobacterium attenuatum
